,features/alcohol,features/chlorides,features/citric acid,features/density,features/fixed acidity,features/free sulfur dioxide,features/pH,features/residual sugar,features/sulphates,features/total sulfur dioxide,features/volatile acidity,quality,type
247,9.4,0.08,0.42,0.9974,8.3,11.0,3.21,2.0,0.800000011920929,27.0,0.26,6,red
248,11.7,0.111,0.64,0.997,10.6,6.0,3.26,2.2,0.6600000262260437,20.0,0.48,6,red
249,9.9,0.065,0.32,0.99714,7.2,34.0,3.46,1.8,0.7799999713897705,60.0,0.39,5,red
250,11.0,0.071,0.08,0.99336,6.1,14.0,3.38,1.8,0.5400000214576721,45.0,0.6,5,red
251,9.2,0.165,0.12,0.99702,7.4,4.0,3.26,1.9,0.8600000143051147,12.0,0.53,5,red
252,11.7,0.078,0.01,0.9963,7.9,17.0,3.34,2.5,0.7400000095367432,38.0,0.65,7,red
253,10.0,0.083,0.66,1.0022,12.8,7.0,3.07,5.8,0.7300000190734863,42.0,0.615,7,red
254,9.5,0.081,0.2,0.998,9.2,15.0,3.23,3.0,0.5899999737739563,115.0,0.58,5,red
255,9.3,0.097,0.26,0.9976,8.7,7.0,3.27,2.5,0.6000000238418579,31.0,0.54,6,red
256,9.5,0.075,0.29,0.99718,7.6,19.0,3.4,2.1,0.6399999856948853,66.0,0.43,5,red
257,9.6,0.09,0.2,0.998,8.5,18.0,3.34,2.8,0.699999988079071,58.0,0.37,6,red
258,10.5,0.06,0.49,0.9974,7.0,26.0,3.34,5.6,0.7599999904632568,121.0,0.49,5,red
259,10.6,0.085,0.34,0.99683,10.1,5.0,3.17,2.4,0.6499999761581421,17.0,0.37,7,red
260,11.7,0.116,0.66,0.997,10.5,12.0,3.24,2.95,0.75,29.0,0.42,7,red
261,9.4,0.085,0.49,0.9978,9.3,38.0,3.22,2.5,0.550000011920929,142.0,0.4,5,red
262,12.1,0.077,0.25,0.9974,7.9,21.0,3.49,2.9,0.9599999785423279,45.0,0.51,6,red
263,9.8,0.069,0.21,0.99458,7.7,4.0,3.16,1.5,0.5400000214576721,9.0,0.57,6,red
264,10.6,0.062,0.55,0.9971,9.9,5.0,3.26,2.1,0.7900000214576721,14.0,0.35,5,red
265,10.8,0.095,0.74,0.9994,12.8,9.0,3.2,2.6,0.7699999809265137,28.0,0.3,7,red
266,10.1,0.095,0.03,0.995,7.5,25.0,3.35,1.8,0.5400000214576721,99.0,0.6,5,red
267,9.5,0.082,0.52,0.998,9.5,6.0,3.18,2.0,0.5099999904632568,26.0,0.37,5,red
268,12.4,0.074,0.52,0.99509,9.6,13.0,3.36,2.2,0.7599999904632568,25.0,0.33,7,red
269,9.0,0.074,0.33,0.99706,7.6,27.0,3.41,1.9,0.5799999833106995,85.0,0.49,5,red
270,9.6,0.076,0.01,0.99668,7.9,7.0,3.39,1.9,0.5400000214576721,32.0,0.72,5,red
271,10.9,0.08,0.39,0.99652,9.3,41.0,3.47,1.5,0.7300000190734863,55.0,0.36,6,red
272,13.0,0.049,0.09,0.9937,5.6,17.0,3.63,2.3,0.6299999952316284,99.0,0.5,5,red
273,9.7,0.078,0.03,0.99743,7.2,16.0,3.53,2.3,0.5699999928474426,86.0,0.66,5,red
274,9.4,0.075,0.36,0.9976,8.0,10.0,3.34,2.3,0.46000000834465027,48.0,0.43,5,red
275,14.0,0.048,0.0,0.99154,4.9,16.0,3.71,2.1,0.7400000095367432,42.0,0.42,7,red
276,11.4,0.049,0.04,0.9942,5.6,5.0,3.72,1.7,0.5799999833106995,13.0,0.54,5,red
277,10.9,0.073,0.1,0.99638,8.2,25.0,3.29,2.1,0.75,60.0,0.635,6,red
278,10.3,0.063,0.06,0.99489,6.5,29.0,3.38,2.0,0.8299999833106995,44.0,0.53,6,red
279,10.2,0.05,0.46,0.9974,10.1,5.0,3.04,1.8,0.7900000214576721,13.0,0.28,6,red
280,9.4,0.077,0.24,0.9974,9.9,6.0,3.09,2.4,0.5699999928474426,33.0,0.63,5,red
281,11.2,0.1,0.74,0.9996,11.2,5.0,3.22,5.15,0.6200000047683716,17.0,0.5,5,red
282,9.4,0.088,0.35,0.9963,7.1,9.0,3.28,2.0,0.6200000047683716,92.0,0.685,5,red
283,12.6,0.078,0.41,0.9953,8.7,25.0,3.24,6.2,0.7699999809265137,42.0,0.41,7,red
284,11.2,0.079,0.03,0.99572,6.5,23.0,3.58,5.6,0.5,47.0,0.88,4,red
285,9.2,0.088,0.26,0.9981,7.8,23.0,3.43,1.9,0.7400000095367432,53.0,0.46,6,red
286,10.0,0.136,0.55,0.99752,9.9,24.0,3.35,1.7,0.9399999976158142,52.0,0.72,5,red
287,11.0,0.105,0.08,0.9958,8.4,16.0,3.13,2.1,0.5199999809265137,44.0,0.56,5,red
288,9.4,0.082,0.28,0.99694,7.1,31.0,3.45,2.0,0.47999998927116394,68.0,0.34,5,red
289,9.4,0.096,0.38,0.99666,8.6,5.0,3.2,1.5,0.5199999809265137,18.0,0.52,5,red
290,9.4,0.117,0.55,0.9968,8.1,32.0,3.17,1.8,0.6200000047683716,141.0,0.67,5,red
291,14.0,0.048,0.01,0.99084,5.0,26.0,3.7,1.6,0.75,60.0,0.38,6,red
292,12.0,0.05,0.4,0.99566,8.5,3.0,3.28,6.3,0.5600000023841858,10.0,0.4,4,red
293,9.2,0.176,0.18,0.9986,8.9,52.0,3.16,3.8,0.8799999952316284,145.0,0.62,5,red
294,10.0,0.087,0.02,0.9944,5.8,21.0,3.54,1.8,0.5199999809265137,94.0,0.68,5,red
295,9.7,0.111,0.57,0.9971,8.9,26.0,3.26,2.0,0.5299999713897705,85.0,0.31,5,red
296,9.5,0.168,0.17,0.99736,7.4,52.0,3.28,5.4,0.5,98.0,0.64,5,red
297,9.7,0.081,0.02,0.99745,7.1,17.0,3.48,2.5,0.6000000238418579,87.0,0.61,6,red
298,9.6,0.075,0.05,0.99616,8.8,5.0,3.3,1.8,0.4399999976158142,19.0,0.955,4,red
299,9.8,0.079,0.39,0.99729,9.8,28.0,3.16,2.5,0.5899999737739563,65.0,0.37,5,red
300,9.2,0.073,0.2,0.9977,6.6,29.0,3.29,7.8,0.5400000214576721,79.0,0.725,5,red
301,9.7,0.084,0.11,0.99578,10.0,8.0,2.88,1.4,0.4699999988079071,24.0,0.69,5,red
302,9.2,0.097,0.2,0.99733,8.5,23.0,3.13,2.1,0.47999998927116394,113.0,0.66,5,red
303,11.8,0.06,0.38,0.99543,8.8,19.0,3.39,2.3,0.7200000286102295,72.0,0.3,6,red
304,10.4,0.078,0.02,0.99498,6.8,8.0,3.35,2.1,0.6200000047683716,15.0,0.65,6,red
305,9.4,0.083,0.4,0.99782,8.6,16.0,3.3,2.6,0.47999998927116394,68.0,0.33,5,red
306,12.5,0.041,0.39,0.99386,8.4,4.0,3.27,2.0,0.7099999785423279,10.0,0.25,7,red
307,11.8,0.065,0.01,0.99332,7.2,8.0,3.32,2.3,0.5099999904632568,46.0,0.62,6,red
308,9.4,0.071,0.45,0.9991,9.9,16.0,3.39,2.3,0.6200000047683716,40.0,0.54,5,red
309,9.5,0.068,0.08,0.99651,6.8,28.0,3.42,1.9,0.8199999928474426,38.0,0.62,6,red
310,11.0,0.123,0.09,0.9968,6.4,14.0,3.5,3.9,0.6700000166893005,31.0,0.53,4,red
311,9.5,0.08,0.34,0.9987,9.0,26.0,3.38,2.5,0.6200000047683716,86.0,0.43,6,red
312,11.1,0.057,0.45,0.99498,9.3,19.0,3.18,1.5,0.8899999856948853,37.0,0.33,7,red
313,9.5,0.053,0.3,0.9965,7.1,36.0,2.94,2.2,1.6200000047683716,127.0,0.31,5,red
314,12.2,0.094,0.46,0.99639,9.4,3.0,3.27,4.6,0.6399999856948853,10.0,0.395,7,red
315,9.7,0.082,0.02,0.99744,7.1,24.0,3.55,2.3,0.5299999713897705,94.0,0.59,6,red
316,11.4,0.08,0.45,0.99774,10.4,6.0,3.22,2.0,0.7599999904632568,13.0,0.52,6,red
317,9.3,0.08,0.16,0.9955,6.3,11.0,3.34,1.4,0.5600000023841858,23.0,0.39,5,red
318,10.1,0.086,0.25,0.99464,6.1,5.0,3.36,1.8,0.4399999976158142,32.0,0.32,5,red
319,12.8,0.078,0.69,0.9958,11.9,12.0,3.0,2.3,0.6499999761581421,24.0,0.37,6,red
320,10.5,0.082,0.19,0.99655,7.4,15.0,3.49,1.8,0.6800000071525574,34.0,0.55,5,red
321,9.6,0.079,0.15,0.9972,8.3,17.0,3.31,1.9,0.5400000214576721,42.0,0.66,6,red
322,9.5,0.077,0.06,0.99746,7.2,15.0,3.51,2.7,0.5400000214576721,85.0,0.62,5,red
323,13.1,0.076,0.34,0.99235,7.9,8.0,3.2,2.5,0.7200000286102295,17.0,0.54,8,red
324,9.5,0.066,0.02,0.9972,7.0,8.0,3.47,2.1,0.6700000166893005,25.0,0.65,6,red
325,9.8,0.079,0.51,0.9982,11.5,14.0,3.03,2.2,0.9300000071525574,28.0,0.31,6,red
326,9.0,0.097,0.0,0.99675,7.2,14.0,3.37,1.9,0.5799999833106995,38.0,0.63,6,red
327,11.3,0.095,0.46,0.99488,8.8,20.0,3.26,2.1,0.5600000023841858,29.0,0.27,6,red
328,12.8,0.064,0.15,0.9929,6.5,12.0,3.33,3.0,0.5899999737739563,27.0,0.51,6,red
329,11.3,0.091,0.07,0.99572,7.0,15.0,3.38,2.5,0.6000000238418579,21.0,0.69,6,red
330,9.2,0.07,0.14,0.99669,6.4,27.0,3.32,3.9,0.47999998927116394,73.0,0.57,5,red
331,9.5,0.089,0.15,0.9968,8.3,10.0,3.23,1.8,0.7699999809265137,52.0,0.715,5,red
332,10.7,0.082,0.34,0.9987,9.4,5.0,3.29,3.6,0.5199999809265137,14.0,0.5,6,red
333,9.7,0.084,0.1,0.9976,7.7,9.0,3.39,2.6,0.49000000953674316,26.0,0.705,5,red
334,10.0,0.07,0.03,0.99575,8.0,10.0,3.34,1.7,0.5699999928474426,35.0,0.52,5,red
335,9.9,0.11,0.28,0.9972,8.6,20.0,2.93,1.9,1.9500000476837158,136.0,0.49,6,red
336,11.5,0.132,0.52,0.99734,10.9,17.0,3.28,1.8,0.7699999809265137,44.0,0.32,6,red
337,10.5,0.091,0.37,0.99786,9.6,10.0,3.24,2.3,0.5600000023841858,23.0,0.41,5,red
338,10.7,0.076,0.07,0.9962,6.6,6.0,3.44,1.6,0.5799999833106995,15.0,0.705,5,red
339,12.0,0.079,0.36,0.99615,9.2,11.0,3.33,2.2,0.8600000143051147,31.0,0.31,7,red
340,9.9,0.078,0.16,0.9977,7.4,12.0,3.5,1.8,0.699999988079071,39.0,0.68,6,red
341,11.0,0.074,0.46,0.99534,7.2,24.0,3.4,2.1,0.8500000238418579,44.0,0.36,7,red
342,9.3,0.073,0.23,0.99675,8.0,17.0,3.26,3.2,0.5699999928474426,119.0,0.57,5,red
343,9.3,0.077,0.2,0.9971,6.8,11.0,3.54,1.8,0.5799999833106995,65.0,0.61,5,red
344,9.4,0.074,0.31,0.9962,7.3,9.0,3.41,2.4,0.5400000214576721,46.0,0.39,6,red
345,10.7,0.104,0.0,0.9966,6.8,14.0,3.52,2.4,0.550000011920929,30.0,0.785,6,red
346,9.5,0.082,0.34,0.998,7.0,16.0,3.55,2.7,0.6000000238418579,72.0,0.45,5,red
347,9.2,0.073,0.17,0.9972,8.0,6.0,3.29,2.0,0.6100000143051147,18.0,0.42,6,red
348,9.9,0.063,0.02,0.9975,6.9,35.0,3.57,2.3,0.7799999713897705,63.0,0.765,5,red
349,9.4,0.076,0.1,0.99554,6.5,30.0,3.36,2.0,0.47999998927116394,47.0,0.4,6,red
350,10.4,0.083,0.55,0.9995,12.5,25.0,3.15,2.6,0.8199999928474426,68.0,0.37,6,red
351,10.0,0.084,0.03,0.9968,6.8,18.0,3.44,1.7,0.6299999952316284,35.0,0.56,6,red
352,10.5,0.087,0.42,0.9972,7.5,8.0,3.58,2.3,0.6100000143051147,38.0,0.52,6,red
353,10.2,0.063,0.24,0.99613,8.2,10.0,3.25,2.3,0.5299999713897705,28.0,0.44,6,red
354,11.5,0.086,0.29,0.99502,7.6,5.0,3.32,2.3,0.6200000047683716,14.0,0.5,6,red
355,9.3,0.084,0.41,0.9984,10.8,7.0,3.08,2.2,0.6700000166893005,17.0,0.4,6,red
356,10.5,0.08,0.01,0.99746,6.6,8.0,3.69,1.9,0.7300000190734863,25.0,0.61,5,red
357,10.8,0.095,0.74,0.9994,12.8,9.0,3.2,2.6,0.7699999809265137,28.0,0.3,7,red
358,10.2,0.094,0.23,0.9962,8.0,16.0,3.21,2.2,0.49000000953674316,29.0,0.45,6,red
359,9.5,0.103,0.32,0.99938,7.5,13.0,3.45,2.7,0.6200000047683716,98.0,0.6,5,red
360,9.4,0.079,0.18,0.9965,7.5,24.0,3.34,1.6,0.5799999833106995,58.0,0.4,5,red
361,11.2,0.084,0.63,0.9998,10.4,5.0,3.26,2.8,0.7400000095367432,22.0,0.33,7,red
362,12.0,0.063,0.38,0.99468,8.7,10.0,3.3,3.3,0.7300000190734863,19.0,0.33,7,red
363,12.0,0.074,0.47,0.99638,10.5,9.0,3.23,2.2,0.7599999904632568,23.0,0.36,6,red
364,10.1,0.076,0.13,0.99546,7.2,12.0,3.29,2.0,0.5400000214576721,20.0,0.695,5,red
365,9.4,0.076,0.24,0.9976,8.3,16.0,3.27,3.4,0.6100000143051147,112.0,0.54,5,red
366,9.1,0.08,0.2,0.9972,8.3,27.0,3.16,1.5,1.1200000047683716,119.0,0.625,4,red
367,10.2,0.064,0.39,0.9984,9.3,12.0,3.26,2.2,0.6499999761581421,31.0,0.41,5,red
368,11.6,0.153,0.56,0.99476,7.5,5.0,3.21,3.1,1.0299999713897705,14.0,0.58,6,red
369,9.4,0.075,0.36,0.9976,8.0,10.0,3.34,2.3,0.46000000834465027,48.0,0.43,5,red
370,9.5,0.08,0.21,0.9961,7.3,7.0,3.33,2.0,0.4699999988079071,35.0,0.38,5,red
371,9.5,0.083,0.26,0.9968,7.2,33.0,3.4,1.8,0.5799999833106995,75.0,0.35,6,red
372,13.3,0.065,0.12,0.99252,7.1,14.0,3.3,2.1,0.5299999713897705,24.0,0.39,6,red
373,10.2,0.059,0.08,0.99484,5.4,20.0,3.5,1.9,0.6399999856948853,31.0,0.58,6,red
374,10.4,0.054,0.09,0.99724,6.4,34.0,3.41,2.3,0.6800000071525574,64.0,0.42,6,red
375,12.4,0.039,0.6,0.99585,9.7,5.0,3.3,2.0,0.8600000143051147,19.0,0.53,6,red
376,11.8,0.057,0.0,0.99488,6.5,11.0,3.45,4.3,0.5600000023841858,20.0,0.67,4,red
377,9.9,0.084,0.22,0.99682,8.4,4.0,3.26,2.7,0.5699999928474426,18.0,0.52,6,red
378,11.2,0.062,0.1,0.99512,5.9,39.0,3.52,2.2,0.7599999904632568,51.0,0.55,6,red
379,9.8,0.078,0.02,0.99712,6.9,18.0,3.4,1.9,0.75,30.0,0.63,5,red
380,9.5,0.104,0.19,0.9964,7.8,12.0,3.19,1.8,0.9300000071525574,47.0,0.56,5,red
381,11.7,0.064,0.34,0.99516,9.1,12.0,3.26,2.0,0.8399999737739563,25.0,0.3,7,red
382,9.5,0.104,0.19,0.9964,7.8,12.0,3.19,1.8,0.9300000071525574,47.0,0.56,5,red
383,11.7,0.063,0.33,0.99516,9.1,13.0,3.26,2.05,0.8399999737739563,27.0,0.29,7,red
384,11.5,0.132,0.52,0.99734,10.9,17.0,3.28,1.8,0.7699999809265137,44.0,0.32,6,red
385,10.9,0.08,0.23,0.99538,6.7,11.0,3.36,2.1,0.699999988079071,119.0,0.64,5,red
386,9.2,0.098,0.2,0.99892,7.5,30.0,3.2,8.1,0.5799999833106995,92.0,0.77,5,red
387,11.3,0.071,0.22,0.99438,6.8,13.0,3.41,2.3,0.8299999833106995,24.0,0.49,6,red
388,9.8,0.078,0.18,0.99638,7.3,15.0,3.31,2.4,0.5400000214576721,60.0,0.585,5,red
389,12.3,0.074,0.46,0.99649,9.7,5.0,3.27,2.1,0.7400000095367432,16.0,0.42,6,red
390,11.8,0.107,0.64,0.9973,10.5,6.0,3.09,2.4,0.6600000262260437,15.0,0.51,7,red
391,9.0,0.086,0.08,0.9974,7.4,6.0,3.38,4.4,0.5,29.0,0.59,4,red
392,9.9,0.066,0.0,0.9976,6.8,34.0,3.62,1.8,0.6800000071525574,52.0,0.77,5,red
393,11.8,0.06,0.4,0.99474,7.5,12.0,3.26,2.2,0.6399999856948853,20.0,0.52,6,red
394,10.75,0.064,0.02,0.99472,6.7,29.0,3.3,1.9,0.5600000023841858,38.0,0.855,6,red
395,10.4,0.075,0.49,0.9969,12.2,3.0,3.13,1.4,0.6299999952316284,6.0,0.45,5,red
396,9.4,0.075,0.0,0.9978,7.4,13.0,3.51,1.8,0.5600000023841858,40.0,0.66,5,red
397,9.5,0.078,0.03,0.99587,7.2,7.0,3.34,1.8,0.38999998569488525,12.0,0.655,5,red
398,9.2,0.071,0.1,0.996,7.0,27.0,3.28,1.4,0.6100000143051147,63.0,0.62,5,red
399,10.5,0.067,0.4,0.99603,8.4,8.0,3.39,1.7,0.6000000238418579,20.0,0.29,5,red
400,12.0,0.074,0.73,0.999,10.4,38.0,3.17,6.55,0.8500000238418579,76.0,0.44,7,red
401,9.0,0.081,0.25,0.9984,7.8,14.0,3.43,1.9,0.6499999761581421,38.0,0.52,6,red
402,12.3,0.069,0.42,0.99376,8.2,9.0,3.21,1.9,0.5400000214576721,17.0,0.23,6,red
403,11.4,0.081,0.42,0.997,9.6,25.0,3.2,2.4,0.7099999785423279,52.0,0.54,6,red
404,11.8,0.089,0.33,0.9972,9.5,35.0,3.28,2.4,0.7300000190734863,67.0,0.56,7,red
405,10.0,0.061,0.33,0.996,7.2,3.0,3.23,1.7,1.100000023841858,13.0,0.33,8,red
406,12.8,0.052,0.4,0.99356,8.2,4.0,3.33,2.4,0.699999988079071,10.0,0.28,7,red
407,10.7,0.093,0.49,1.0002,11.8,54.0,3.3,3.4,0.7599999904632568,80.0,0.33,7,red
408,10.55,0.065,0.17,0.99514,7.0,15.0,3.44,1.7,0.6800000071525574,24.0,0.56,7,red
409,12.0,0.072,0.45,0.99617,8.7,32.0,3.33,2.4,0.7699999809265137,59.0,0.42,6,red
410,9.7,0.08,0.32,0.99801,8.0,26.0,3.22,2.5,1.0700000524520874,122.0,0.42,5,red
411,11.3,0.053,0.09,0.99402,6.2,24.0,3.54,1.7,0.6000000238418579,32.0,0.56,5,red
412,10.2,0.079,0.49,0.9993,12.3,28.0,3.2,3.1,0.800000011920929,46.0,0.27,6,red
413,9.5,0.075,0.22,0.99688,8.0,13.0,3.24,2.3,0.5400000214576721,81.0,0.715,6,red
414,11.7,0.118,0.49,1.0002,10.9,10.0,3.07,4.6,0.5600000023841858,17.0,0.53,6,red
415,10.8,0.08,0.1,0.99736,7.4,16.0,3.58,2.4,0.6899999976158142,33.0,0.635,7,red
416,9.8,0.076,0.03,0.99745,7.1,21.0,3.5,2.6,0.6000000238418579,92.0,0.52,5,red
417,9.3,0.063,0.48,0.9998,10.3,6.0,3.12,2.5,0.5899999737739563,25.0,0.53,6,red
418,11.3,0.062,0.3,0.9952,7.7,18.0,3.28,2.0,0.8999999761581421,34.0,0.28,7,red
419,10.2,0.071,0.52,0.9968,11.8,6.0,3.2,1.8,0.7200000286102295,10.0,0.26,7,red
420,11.0,0.081,0.25,0.99685,6.9,10.0,3.46,2.6,0.5,37.0,0.52,5,red
421,10.8,0.078,0.13,0.99528,7.4,34.0,3.43,2.4,0.5899999737739563,61.0,0.52,6,red
422,11.1,0.058,0.27,0.99518,8.5,18.0,3.16,1.9,0.8500000238418579,38.0,0.47,6,red
423,9.5,0.106,0.21,0.9966,7.9,10.0,3.17,1.6,0.9100000262260437,37.0,0.43,5,red
424,9.2,0.103,0.25,0.9957,5.2,13.0,3.38,1.8,0.550000011920929,50.0,0.32,5,red
425,9.5,0.086,0.49,0.9976,9.2,23.0,3.23,2.4,0.6399999856948853,116.0,0.43,5,red
426,11.9,0.068,0.33,0.9947,7.4,9.0,3.36,2.4,0.6000000238418579,26.0,0.35,6,red
427,11.0,0.081,0.32,0.9964,8.4,32.0,3.3,2.2,0.7200000286102295,79.0,0.36,6,red
428,10.5,0.045,0.04,0.9938,5.0,41.0,3.75,1.4,0.47999998927116394,85.0,1.02,4,red
429,9.5,0.096,0.0,0.99569,7.9,6.0,3.43,1.4,0.5799999833106995,13.0,0.66,5,red
430,11.8,0.107,0.5,0.9979,10.0,7.0,3.26,3.4,0.9300000071525574,21.0,0.42,6,red
431,9.5,0.08,0.24,0.9962,7.6,4.0,3.28,1.8,0.5899999737739563,11.0,0.41,5,red
432,11.2,0.059,0.64,0.99494,6.7,24.0,3.34,2.1,0.7099999785423279,52.0,0.16,6,red
433,9.8,0.078,0.02,0.99712,6.9,18.0,3.4,1.9,0.75,30.0,0.63,5,red
434,10.7,0.097,0.0,0.9966,7.4,5.0,3.63,4.25,0.5400000214576721,14.0,1.185,3,red
435,12.0,0.11,0.4,0.99549,8.9,12.0,3.23,3.6,0.699999988079071,24.0,0.35,7,red
436,10.4,0.085,0.02,0.99589,7.6,17.0,3.37,1.7,0.5099999904632568,31.0,0.54,6,red
437,10.1,0.076,0.13,0.99546,7.2,12.0,3.29,2.0,0.5400000214576721,20.0,0.695,5,red
438,9.0,0.097,0.0,0.99675,7.2,14.0,3.37,1.9,0.5799999833106995,38.0,0.63,6,red
439,10.0,0.065,0.3,0.99672,7.0,16.0,3.61,1.8,0.8199999928474426,20.0,0.22,6,red
440,9.3,0.057,0.37,0.99614,10.2,14.0,3.23,2.2,0.49000000953674316,36.0,0.23,4,red
441,11.3,0.049,0.4,0.996,7.9,38.0,3.33,2.2,0.9300000071525574,67.0,0.18,5,red
442,9.4,0.082,0.08,0.99641,7.2,26.0,3.25,4.0,0.5099999904632568,108.0,0.61,5,red
443,11.9,0.079,0.4,0.99512,8.6,3.0,3.27,2.2,0.6700000166893005,6.0,0.315,6,red
444,11.4,0.106,0.57,0.99605,7.5,5.0,3.36,2.3,0.550000011920929,12.0,0.38,6,red
445,9.4,0.082,0.27,0.99782,9.5,23.0,3.27,2.3,0.550000011920929,144.0,0.57,5,red
446,11.5,0.056,0.14,0.99396,6.2,15.0,3.48,1.9,0.5699999928474426,34.0,0.51,6,red
447,11.3,0.062,0.32,0.9947,7.2,15.0,3.23,2.0,0.7300000190734863,28.0,0.37,7,red
448,11.9,0.123,0.66,0.99642,11.3,3.0,3.2,2.4,0.5299999713897705,8.0,0.36,6,red
449,10.6,0.086,0.03,0.99522,6.9,36.0,3.53,1.5,0.5699999928474426,46.0,0.56,5,red
450,9.9,0.076,0.55,0.9996,10.4,22.0,3.15,3.2,0.8899999856948853,54.0,0.41,6,red
451,9.8,0.08,0.03,0.99745,7.2,17.0,3.53,2.2,0.5799999833106995,88.0,0.63,6,red
452,12.3,0.05,0.68,0.99316,7.9,37.5,3.01,8.3,0.5099999904632568,278.0,0.3,7,red
453,9.4,0.082,0.32,0.9966,7.6,7.0,3.36,2.2,0.5199999809265137,54.0,0.62,5,red
454,9.8,0.063,0.49,0.9976,10.6,18.0,3.14,2.2,0.5099999904632568,40.0,0.31,6,red
455,9.9,0.08,0.26,0.99622,7.8,31.0,3.21,2.0,0.5199999809265137,131.0,0.6,5,red
456,9.8,0.118,0.25,0.99616,8.3,9.0,3.15,2.2,0.5299999713897705,38.0,0.6,5,red
457,11.0,0.059,0.43,0.9966,10.0,15.0,3.15,2.3,0.5699999928474426,31.0,0.73,5,red
458,12.2,0.068,0.43,0.9943,9.0,29.0,3.2,2.4,0.6000000238418579,46.0,0.4,6,red
459,10.3,0.095,0.39,0.9986,8.9,5.0,3.37,2.3,0.5799999833106995,22.0,0.59,5,red
460,9.4,0.096,0.38,0.99666,8.6,5.0,3.2,1.5,0.5199999809265137,18.0,0.52,5,red
461,10.5,0.071,0.42,0.99659,9.6,5.0,3.15,1.9,0.75,13.0,0.38,6,red
462,13.0,0.046,0.08,0.9924,5.4,13.0,3.57,1.2,0.8500000238418579,93.0,0.835,7,red
463,9.9,0.147,0.44,0.99836,11.6,36.0,3.38,1.6,0.8600000143051147,51.0,0.47,4,red
464,12.4,0.063,0.37,0.99439,7.2,11.0,3.52,2.5,0.800000011920929,41.0,0.25,7,red
465,9.8,0.076,0.13,0.9973,6.7,15.0,3.61,2.0,0.6399999856948853,36.0,0.54,5,red
466,9.4,0.083,0.3,0.997,7.2,35.0,3.44,2.1,0.5199999809265137,72.0,0.41,5,red
467,12.9,0.073,0.05,0.99258,5.6,19.0,3.56,2.4,0.550000011920929,25.0,0.605,5,red
468,9.2,0.075,0.37,0.998,9.4,5.0,3.22,2.2,0.6200000047683716,13.0,0.34,5,red
469,10.6,0.062,0.46,0.9959,9.9,26.0,3.18,1.7,0.8299999833106995,42.0,0.25,6,red
470,11.2,0.127,0.29,0.9968,9.3,6.0,3.22,2.1,0.7200000286102295,16.0,0.48,5,red
471,10.3,0.114,0.54,0.99719,7.2,3.0,3.33,2.1,0.5699999928474426,9.0,0.58,4,red
472,11.5,0.054,0.03,0.99508,6.9,7.0,3.45,2.3,0.6299999952316284,16.0,0.74,6,red
473,9.7,0.079,0.5,0.9997,9.6,28.0,3.5,2.3,0.5699999928474426,71.0,0.6,5,red
474,12.1,0.064,0.14,0.99323,7.2,15.0,3.35,2.1,0.6100000143051147,29.0,0.53,6,red
475,9.7,0.079,0.5,0.9997,9.6,28.0,3.5,2.3,0.5699999928474426,71.0,0.6,5,red
476,12.3,0.092,0.27,0.99471,5.4,23.0,3.78,2.0,0.6399999856948853,55.0,0.42,7,red
477,9.2,0.066,0.23,0.9958,6.4,5.0,3.34,1.6,0.5600000023841858,12.0,0.4,5,red
478,9.3,0.066,0.1,0.99655,7.6,27.0,3.39,1.5,0.5099999904632568,55.0,0.665,5,red
479,12.3,0.062,0.0,0.99352,6.6,21.0,3.44,1.8,0.550000011920929,28.0,0.5,6,red
480,10.3,0.07,0.21,0.99546,6.8,9.0,3.38,2.1,0.6000000238418579,23.0,0.68,5,red
481,10.3,0.073,0.55,0.9997,12.0,25.0,3.1,2.0,0.7599999904632568,49.0,0.45,6,red
482,11.0,0.087,0.59,0.9988,11.5,13.0,3.18,2.6,0.6499999761581421,49.0,0.59,6,red
483,11.5,0.054,0.03,0.99508,6.9,7.0,3.45,2.3,0.6299999952316284,16.0,0.74,6,red
484,10.6,0.104,0.6,0.99828,8.2,10.0,3.39,3.0,0.6800000071525574,22.0,0.28,5,red
485,9.1,0.112,0.61,0.997,8.4,13.0,3.16,2.0,0.5400000214576721,95.0,0.665,5,red
486,11.8,0.047,0.56,0.99471,10.3,3.0,3.16,1.4,0.5099999904632568,8.0,0.27,6,red
487,9.7,0.094,0.34,0.99864,9.8,10.0,3.24,2.3,0.6000000238418579,45.0,0.5,7,red
488,9.0,0.065,0.09,0.99685,8.2,7.0,3.32,2.3,0.550000011920929,37.0,1.0,6,red
489,10.1,0.104,0.25,0.9963,9.9,12.0,3.04,2.0,0.8999999761581421,89.0,0.57,5,red
490,12.7,0.085,0.49,1.0021,13.0,6.0,3.3,4.3,0.6800000071525574,47.0,0.47,6,red
491,10.1,0.075,0.21,0.99586,7.2,41.0,3.37,2.5,0.5400000214576721,68.0,0.34,6,red
492,11.2,0.1,0.39,0.99546,8.8,20.0,3.15,2.0,0.6899999976158142,27.0,0.27,6,red
493,10.1,0.076,0.13,0.99546,7.2,12.0,3.29,2.0,0.5400000214576721,20.0,0.695,5,red
494,10.8,0.081,0.55,1.0002,11.6,35.0,3.32,2.8,0.9200000166893005,67.0,0.32,7,red
495,10.0,0.092,0.12,0.9994,8.3,12.0,3.51,2.6,0.7200000286102295,28.0,0.705,5,red
